flight_id,airline_code,route_id,date_key,departure_time,arrival_time,dep_hour,duration_minutes,expected_duration,delay_minutes,is_delayed,is_early,is_severe_delay,is_overnight,is_duration_outlier,is_anomaly,anomaly_reason
UK036,UK,11,20260420,2026-04-20 19:48:41.701,2026-04-21 00:12:41.701,19,264,167,97,True,False,True,True,False,True,severe_delay;overnight
SJ160,SJ,26,20260420,2026-04-20 19:45:41.703,2026-04-20 20:30:41.703,19,45,177,-132,False,True,False,False,False,False,
6F151,6F,14,20260420,2026-04-20 19:44:41.703,2026-04-20 22:04:41.703,19,140,150,-10,False,False,False,False,False,False,
UK140,UK,26,20260420,2026-04-20 19:37:41.703,2026-04-20 21:00:41.703,19,83,177,-94,False,True,False,False,False,False,
AI115,AI,26,20260420,2026-04-20 19:37:41.702,2026-04-21 00:26:41.702,19,289,177,112,True,False,True,True,False,True,severe_delay;overnight
AI132,AI,1,20260420,2026-04-20 19:32:41.702,2026-04-20 21:41:41.702,19,129,140,-11,False,False,False,False,False,False,
UK209,UK,26,20260420,2026-04-20 19:02:41.704,2026-04-20 21:47:41.704,19,165,177,-12,False,False,False,False,False,False,
SJ043,SJ,29,20260420,2026-04-20 18:59:41.701,2026-04-20 21:08:41.701,18,129,176,-47,False,True,False,False,False,False,
UK176,UK,21,20260420,2026-04-20 18:41:41.703,2026-04-20 22:49:41.703,18,248,136,112,True,False,True,False,False,True,severe_delay
UK216,UK,30,20260420,2026-04-20 18:33:41.704,2026-04-20 21:47:41.704,18,194,164,30,False,False,False,False,False,False,
UK150,UK,18,20260420,2026-04-20 18:31:41.703,2026-04-20 19:01:41.703,18,30,144,-114,False,True,False,False,True,True,duration_outlier
UK145,UK,9,20260420,2026-04-20 18:30:41.703,2026-04-20 20:41:41.703,18,131,208,-77,False,True,False,False,False,False,
6F270,6F,25,20260420,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,18,48,141,-93,False,True,False,False,False,False,
6F012,6F,14,20260420,2026-04-20 18:06:41.701,2026-04-20 21:31:41.701,18,205,150,55,True,False,False,False,False,False,
SJ236,SJ,27,20260420,2026-04-20 18:03:41.704,2026-04-20 22:02:41.704,18,239,173,66,True,False,False,False,False,False,
6F149,6F,2,20260420,2026-04-20 17:57:41.703,2026-04-20 20:42:41.703,17,165,97,68,True,False,False,False,False,False,
UK004,UK,7,20260420,2026-04-20 17:56:41.700,2026-04-20 18:30:41.700,17,34,170,-136,False,True,False,False,True,True,duration_outlier
UK010,UK,30,20260420,2026-04-20 17:53:41.701,2026-04-20 20:40:41.701,17,167,164,3,False,False,False,False,False,False,
UK215,UK,8,20260420,2026-04-20 17:38:41.704,2026-04-20 19:50:41.704,17,132,157,-25,False,False,False,False,False,False,
SJ116,SJ,23,20260420,2026-04-20 17:33:41.702,2026-04-20 19:02:41.702,17,89,177,-88,False,True,False,False,False,False,
SJ023,SJ,25,20260420,2026-04-20 17:27:41.701,2026-04-20 19:09:41.701,17,102,141,-39,False,True,False,False,False,False,
UK152,UK,7,20260420,2026-04-20 17:24:41.703,2026-04-20 20:13:41.703,17,169,170,-1,False,False,False,False,False,False,
SJ202,SJ,14,20260420,2026-04-20 17:21:41.703,2026-04-20 19:08:41.703,17,107,150,-43,False,True,False,False,False,False,
6F043,6F,9,20260420,2026-04-20 17:17:41.701,2026-04-20 18:43:41.701,17,86,208,-122,False,True,False,False,False,False,
UK173,UK,26,20260420,2026-04-20 17:06:41.703,2026-04-20 21:22:41.703,17,256,177,79,True,False,False,False,False,False,
SJ081,SJ,6,20260420,2026-04-20 17:04:41.702,2026-04-20 18:53:41.702,17,109,170,-61,False,True,False,False,False,False,
UK153,UK,14,20260420,2026-04-20 16:52:41.703,2026-04-20 20:53:41.703,16,241,150,91,True,False,True,False,False,True,severe_delay
UK187,UK,1,20260420,2026-04-20 16:52:41.703,2026-04-20 18:42:41.703,16,110,140,-30,False,False,False,False,False,False,
UK055,UK,24,20260420,2026-04-20 16:48:41.701,2026-04-20 19:31:41.701,16,163,196,-33,False,True,False,False,False,False,
UK181,UK,29,20260420,2026-04-20 16:44:41.703,2026-04-20 19:26:41.703,16,162,176,-14,False,False,False,False,False,False,
UK074,UK,8,20260420,2026-04-20 16:44:41.702,2026-04-20 18:41:41.702,16,117,157,-40,False,True,False,False,False,False,
SJ068,SJ,1,20260420,2026-04-20 16:44:41.701,2026-04-20 18:48:41.701,16,124,140,-16,False,False,False,False,False,False,
AI242,AI,2,20260420,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,16,62,97,-35,False,True,False,False,False,False,
SJ237,SJ,7,20260420,2026-04-20 16:32:41.704,2026-04-20 19:00:41.704,16,148,170,-22,False,False,False,False,False,False,
6F194,6F,7,20260420,2026-04-20 16:29:41.703,2026-04-20 18:27:41.703,16,118,170,-52,False,True,False,False,False,False,
UK063,UK,17,20260420,2026-04-20 16:29:41.701,2026-04-20 17:41:41.701,16,72,176,-104,False,True,False,False,False,False,
UK068,UK,5,20260420,2026-04-20 16:28:41.701,2026-04-20 18:09:41.701,16,101,219,-118,False,True,False,False,False,False,
UK224,UK,15,20260420,2026-04-20 16:25:41.704,2026-04-20 20:24:41.704,16,239,165,74,True,False,False,False,False,False,
UK077,UK,22,20260420,2026-04-20 16:22:41.702,2026-04-20 18:00:41.702,16,98,150,-52,False,True,False,False,False,False,
UK207,UK,28,20260420,2026-04-20 16:21:41.703,2026-04-20 17:36:41.703,16,75,132,-57,False,True,False,False,False,False,
AI221,AI,30,20260420,2026-04-20 16:18:41.703,2026-04-20 18:54:41.703,16,156,164,-8,False,False,False,False,False,False,
UK109,UK,1,20260420,2026-04-20 16:06:41.702,2026-04-20 17:06:42.000,16,60,140,-80,False,True,False,False,False,False,
UK089,UK,9,20260420,2026-04-20 15:38:41.702,2026-04-20 19:50:41.702,15,252,208,44,True,False,False,False,False,False,
AI072,AI,2,20260420,2026-04-20 15:34:41.702,2026-04-20 16:32:41.702,15,58,97,-39,False,True,False,False,False,False,
UK131,UK,8,20260420,2026-04-20 15:33:41.702,2026-04-20 19:39:41.702,15,246,157,89,True,False,False,False,False,False,
SJ150,SJ,9,20260420,2026-04-20 15:33:41.702,2026-04-20 19:03:41.702,15,210,208,2,False,False,False,False,False,False,
6F097,6F,1,20260420,2026-04-20 15:32:41.702,2026-04-20 16:49:41.702,15,77,140,-63,False,True,False,False,False,False,
6F123,6F,19,20260420,2026-04-20 15:26:41.702,2026-04-20 17:12:41.702,15,106,177,-71,False,True,False,False,False,False,
6F017,6F,12,20260420,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,15,161,174,-13,False,False,False,False,False,False,
6F245,6F,12,20260420,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,15,161,174,-13,False,False,False,False,False,False,
6F180,6F,26,20260420,2026-04-20 15:24:41.703,2026-04-20 19:48:41.703,15,264,177,87,True,False,False,False,False,False,
6F152,6F,13,20260420,2026-04-20 15:21:41.703,2026-04-20 17:25:41.703,15,124,140,-16,False,False,False,False,False,False,
SJ034,SJ,27,20260420,2026-04-20 15:20:41.701,2026-04-20 20:11:41.701,15,291,173,118,True,False,True,False,False,True,severe_delay
SJ142,SJ,12,20260420,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,15,102,174,-72,False,True,False,False,False,False,
UK189,UK,5,20260420,2026-04-20 15:07:41.703,2026-04-20 18:51:41.703,15,224,219,5,False,False,False,False,False,False,
SJ044,SJ,18,20260420,2026-04-20 15:06:41.701,2026-04-20 17:43:41.701,15,157,144,13,False,False,False,False,False,False,
SJ196,SJ,19,20260420,2026-04-20 14:58:41.703,2026-04-20 17:44:41.703,14,166,177,-11,False,False,False,False,False,False,
6F188,6F,19,20260420,2026-04-20 14:57:41.703,2026-04-20 19:39:41.703,14,282,177,105,True,False,True,False,False,True,severe_delay
6F181,6F,10,20260420,2026-04-20 14:55:41.703,2026-04-20 16:43:41.703,14,108,180,-72,False,True,False,False,False,False,
6F077,6F,13,20260420,2026-04-20 14:55:41.702,2026-04-20 19:13:41.702,14,258,140,118,True,False,True,False,False,True,severe_delay
SJ154,SJ,4,20260420,2026-04-20 14:47:41.702,2026-04-20 16:26:41.702,14,99,167,-68,False,True,False,False,False,False,
AI025,AI,24,20260420,2026-04-20 14:46:41.701,2026-04-20 17:11:41.701,14,145,196,-51,False,True,False,False,False,False,
AI094,AI,16,20260420,2026-04-20 14:44:41.702,2026-04-20 15:44:42.000,14,60,191,-131,False,True,False,False,False,False,
6F191,6F,3,20260420,2026-04-20 14:41:41.703,2026-04-20 15:11:41.703,14,30,125,-95,False,True,False,False,True,True,duration_outlier
SJ085,SJ,5,20260420,2026-04-20 14:41:41.702,2026-04-20 19:11:41.702,14,270,219,51,True,False,False,False,False,False,
6F261,6F,13,20260420,2026-04-20 14:31:41.703,2026-04-20 17:29:41.703,14,178,140,38,True,False,False,False,False,False,
6F129,6F,18,20260420,2026-04-20 14:28:41.702,2026-04-20 16:47:41.702,14,139,144,-5,False,False,False,False,False,False,
6F254,6F,26,20260420,2026-04-20 14:26:41.703,2026-04-20 18:01:41.703,14,215,177,38,True,False,False,False,False,False,
SJ185,SJ,7,20260420,2026-04-20 14:21:41.703,2026-04-20 15:21:41.703,14,60,170,-110,False,True,False,False,False,False,
6F030,6F,8,20260420,2026-04-20 14:20:41.701,2026-04-20 17:10:41.701,14,170,157,13,False,False,False,False,False,False,
SJ222,SJ,8,20260420,2026-04-20 14:15:41.703,2026-04-20 17:09:41.703,14,174,157,17,False,False,False,False,False,False,
6F259,6F,8,20260420,2026-04-20 14:10:41.703,2026-04-20 15:21:41.703,14,71,157,-86,False,True,False,False,False,False,
UK083,UK,19,20260420,2026-04-20 14:10:41.702,2026-04-20 14:59:41.702,14,49,177,-128,False,True,False,False,False,False,
6F051,6F,1,20260420,2026-04-20 13:58:41.701,2026-04-20 15:58:41.701,13,120,140,-20,False,False,False,False,False,False,
SJ088,SJ,15,20260420,2026-04-20 13:54:41.702,2026-04-20 14:26:41.702,13,32,165,-133,False,True,False,False,True,True,duration_outlier
6F146,6F,25,20260420,2026-04-20 13:51:41.703,2026-04-20 15:07:41.703,13,76,141,-65,False,True,False,False,False,False,
6F047,6F,29,20260420,2026-04-20 13:50:41.701,2026-04-20 15:55:41.701,13,125,176,-51,False,True,False,False,False,False,
AI077,AI,14,20260420,2026-04-20 13:45:41.702,2026-04-20 14:51:41.702,13,66,150,-84,False,True,False,False,False,False,
UK134,UK,23,20260420,2026-04-20 13:44:41.702,2026-04-20 17:26:41.702,13,222,177,45,True,False,False,False,False,False,
AI056,AI,20,20260420,2026-04-20 13:44:41.701,2026-04-20 17:39:41.701,13,235,184,51,True,False,False,False,False,False,
UK141,UK,25,20260420,2026-04-20 13:38:41.703,2026-04-20 15:59:41.703,13,141,141,0,False,False,False,False,False,False,
AI030,AI,14,20260420,2026-04-20 13:33:41.701,2026-04-20 16:52:41.701,13,199,150,49,True,False,False,False,False,False,
AI029,AI,29,20260420,2026-04-20 13:29:41.701,2026-04-20 17:53:41.701,13,264,176,88,True,False,False,False,False,False,
SJ167,SJ,28,20260420,2026-04-20 13:18:41.703,2026-04-20 14:12:41.703,13,54,132,-78,False,True,False,False,False,False,
UK017,UK,4,20260420,2026-04-20 13:14:41.701,2026-04-20 14:49:41.701,13,95,167,-72,False,True,False,False,False,False,
6F229,6F,29,20260420,2026-04-20 13:10:41.704,2026-04-20 14:30:41.704,13,80,176,-96,False,True,False,False,False,False,
SJ117,SJ,26,20260420,2026-04-20 13:10:41.702,2026-04-20 17:06:41.702,13,236,177,59,True,False,False,False,False,False,
6F184,6F,27,20260420,2026-04-20 13:05:41.703,2026-04-20 16:04:41.703,13,179,173,6,False,False,False,False,False,False,
AI031,AI,20,20260420,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,13,186,184,2,False,False,False,False,False,False,
AI178,AI,11,20260420,2026-04-20 13:04:41.703,2026-04-20 14:03:41.703,13,59,167,-108,False,True,False,False,False,False,
SJ089,SJ,23,20260420,2026-04-20 12:42:41.702,2026-04-20 17:15:41.702,12,273,177,96,True,False,True,False,False,True,severe_delay
UK166,UK,25,20260420,2026-04-20 12:39:41.703,2026-04-20 17:32:41.703,12,293,141,152,True,False,True,False,False,True,severe_delay
UK104,UK,17,20260420,2026-04-20 12:30:41.702,2026-04-20 13:52:41.702,12,82,176,-94,False,True,False,False,False,False,
6F168,6F,24,20260420,2026-04-20 12:18:41.703,2026-04-20 15:58:41.703,12,220,196,24,False,False,False,False,False,False,
AI222,AI,8,20260420,2026-04-20 12:10:41.703,2026-04-20 13:14:41.703,12,64,157,-93,False,True,False,False,False,False,
SJ025,SJ,7,20260420,2026-04-20 12:02:41.701,2026-04-20 15:29:41.701,12,207,170,37,True,False,False,False,False,False,
6F255,6F,17,20260420,2026-04-20 11:59:41.703,2026-04-20 15:33:41.703,11,214,176,38,True,False,False,False,False,False,
UK228,UK,20,20260420,2026-04-20 11:58:41.704,2026-04-20 15:08:41.704,11,190,184,6,False,False,False,False,False,False,
6F158,6F,15,20260420,2026-04-20 11:58:41.703,2026-04-20 16:04:41.703,11,246,165,81,True,False,False,False,False,False,
SJ218,SJ,19,20260420,2026-04-20 11:58:41.703,2026-04-20 15:03:41.703,11,185,177,8,False,False,False,False,False,False,
6F034,6F,8,20260420,2026-04-20 11:53:41.701,2026-04-20 12:49:41.701,11,56,157,-101,False,True,False,False,False,False,
UK156,UK,26,20260420,2026-04-20 11:50:41.703,2026-04-20 15:54:41.703,11,244,177,67,True,False,False,False,False,False,
6F105,6F,1,20260420,2026-04-20 11:46:41.702,2026-04-20 12:58:41.702,11,72,140,-68,False,True,False,False,False,False,
6F073,6F,18,20260420,2026-04-20 11:38:41.702,2026-04-20 15:18:41.702,11,220,144,76,True,False,False,False,False,False,
SJ074,SJ,18,20260420,2026-04-20 11:21:41.701,2026-04-20 12:02:41.701,11,41,144,-103,False,True,False,False,False,False,
6F234,6F,8,20260420,2026-04-20 11:20:41.704,2026-04-20 14:11:41.704,11,171,157,14,False,False,False,False,False,False,
6F068,6F,4,20260420,2026-04-20 11:17:41.701,2026-04-20 15:06:41.701,11,229,167,62,True,False,False,False,False,False,
6F074,6F,22,20260420,2026-04-20 11:09:41.702,2026-04-20 14:29:41.702,11,200,150,50,True,False,False,False,False,False,
AI038,AI,25,20260420,2026-04-20 11:05:41.701,2026-04-20 15:44:41.701,11,279,141,138,True,False,True,False,False,True,severe_delay
AI079,AI,11,20260420,2026-04-20 11:04:41.702,2026-04-20 13:19:41.702,11,135,167,-32,False,True,False,False,False,False,
SJ018,SJ,7,20260420,2026-04-20 10:58:41.701,2026-04-20 13:31:41.701,10,153,170,-17,False,False,False,False,False,False,
6F018,6F,16,20260420,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,10,46,191,-145,False,True,False,False,False,False,
AI091,AI,15,20260420,2026-04-20 10:52:41.702,2026-04-20 15:15:41.702,10,263,165,98,True,False,True,False,False,True,severe_delay
UK071,UK,19,20260420,2026-04-20 10:50:41.701,2026-04-20 14:06:41.701,10,196,177,19,False,False,False,False,False,False,
AI019,AI,7,20260420,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,10,62,170,-108,False,True,False,False,False,False,
UK212,UK,25,20260420,2026-04-20 10:46:41.704,2026-04-20 11:31:41.704,10,45,141,-96,False,True,False,False,False,False,
AI146,AI,3,20260420,2026-04-20 10:40:41.702,2026-04-20 13:46:41.702,10,186,125,61,True,False,False,False,False,False,
6F232,6F,26,20260420,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,10,103,177,-74,False,True,False,False,False,False,
6F084,6F,14,20260420,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,10,60,150,-90,False,True,False,False,False,False,
AI129,AI,7,20260420,2026-04-20 10:29:41.702,2026-04-20 13:38:41.702,10,189,170,19,False,False,False,False,False,False,
AI240,AI,29,20260420,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,10,147,176,-29,False,False,False,False,False,False,
6F091,6F,2,20260420,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,10,86,97,-11,False,False,False,False,False,False,
UK133,UK,8,20260420,2026-04-20 10:04:41.702,2026-04-20 13:16:41.702,10,192,157,35,True,False,False,False,False,False,
SJ007,SJ,7,20260420,2026-04-20 10:03:41.701,2026-04-20 14:53:41.701,10,290,170,120,True,False,True,False,False,True,severe_delay
SJ141,SJ,13,20260420,2026-04-20 10:00:41.702,2026-04-20 13:37:41.702,10,217,140,77,True,False,False,False,False,False,
6F049,6F,24,20260420,2026-04-20 10:00:41.701,2026-04-20 13:13:41.701,10,193,196,-3,False,False,False,False,False,False,
SJ235,SJ,8,20260420,2026-04-20 09:57:41.704,2026-04-20 13:45:41.704,9,228,157,71,True,False,False,False,False,False,
UK087,UK,25,20260420,2026-04-20 09:49:41.702,2026-04-20 13:17:41.702,9,208,141,67,True,False,False,False,False,False,
UK170,UK,6,20260420,2026-04-20 09:42:41.703,2026-04-20 11:32:41.703,9,110,170,-60,False,True,False,False,False,False,
SJ078,SJ,19,20260420,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,9,188,177,11,False,False,False,False,False,False,
SJ075,SJ,26,20260420,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,9,97,177,-80,False,True,False,False,False,False,
AI159,AI,21,20260420,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,9,133,136,-3,False,False,False,False,False,False,
UK120,UK,24,20260420,2026-04-20 09:19:41.702,2026-04-20 13:30:41.702,9,251,196,55,True,False,False,False,False,False,
AI059,AI,13,20260420,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,9,147,140,7,False,False,False,False,False,False,
UK040,UK,23,20260420,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,9,77,177,-100,False,True,False,False,False,False,
AI044,AI,26,20260420,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,9,213,177,36,True,False,False,False,False,False,
AI078,AI,17,20260420,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,8,270,176,94,True,False,True,False,False,True,severe_delay
SJ226,SJ,22,20260420,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,8,247,150,97,True,False,True,False,False,True,severe_delay
6F209,6F,28,20260420,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,8,300,132,168,True,False,True,False,True,True,severe_delay;duration_outlier
UK193,UK,24,20260420,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,8,35,196,-161,False,True,False,False,False,False,
6F092,6F,26,20260420,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,8,36,177,-141,False,True,False,False,False,False,
AI208,AI,1,20260420,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,8,194,140,54,True,False,False,False,False,False,
SJ227,SJ,7,20260420,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,8,261,170,91,True,False,True,False,False,True,severe_delay
6F238,6F,8,20260420,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,8,48,157,-109,False,True,False,False,False,False,
AI084,AI,9,20260420,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,8,75,208,-133,False,True,False,False,False,False,
SJ228,SJ,7,20260420,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,8,227,170,57,True,False,False,False,False,False,
UK194,UK,12,20260420,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,8,60,174,-114,False,True,False,False,False,False,
6F126,6F,15,20260420,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,8,78,165,-87,False,True,False,False,False,False,
SJ052,SJ,26,20260420,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,8,97,177,-80,False,True,False,False,False,False,
AI233,AI,1,20260420,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,8,108,140,-32,False,True,False,False,False,False,
AI213,AI,23,20260420,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,8,71,177,-106,False,True,False,False,False,False,
UK076,UK,28,20260420,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,8,263,132,131,True,False,True,False,False,True,severe_delay
SJ022,SJ,16,20260420,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,7,191,191,0,False,False,False,False,False,False,
SJ002,SJ,17,20260420,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,7,286,176,110,True,False,True,False,False,True,severe_delay
AI163,AI,25,20260420,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,7,61,141,-80,False,True,False,False,False,False,
UK229,UK,24,20260420,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,7,257,196,61,True,False,False,False,False,False,
UK185,UK,20,20260420,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,7,77,184,-107,False,True,False,False,False,False,
